名字,室,厅,面积,朝向,精装还是简装,挂牌价,成交价,价格,建房时间,成交周期
锦江城市花园三期,3,1,82.01平米,东南,精装,1400000,1400000,16986,高楼层(共34层) 2011年建板塔结合,152
鑫城立方生活,1,1,37.41平米,东南,精装,880000,860000,22989,高楼层(共9层) 2005年建板楼,33
恒大豪庭,2,2,69.84平米,西南 南,精装,1330000,1330000,19044,高楼层(共37层) 2017年建板塔结合,184
映日荷花,2,1,57.05平米,西,简装,700000,700000,12270,高楼层(共23层) 2009年建塔楼,32
大南街40号,1,1,56平米,东南,简装,380000,370000,6608,中楼层(共6层) 1995年建板楼,128
西城丽景,2,2,78.94平米,东南,精装,960000,920000,11655,高楼层(共18层) 2009年建板楼,7
中德英伦联邦A区,3,2,92.6平米,西南,精装,2450000,2360000,25486,高楼层(共33层) 2013年建板塔结合,22
美洲花园二期,4,2,152.07平米,南 北,精装,2050000,2050000,13481,高楼层(共6层) 2005年建板楼,230
水电五局红缨小区,3,1,108平米,西南,简装,835000,840000,7732,低楼层(共7层) 2000年建板楼,245
倍特金杏苑B区,4,2,152.65平米,东,精装,2468000,2470000,16168,低楼层(共9层) 2004年建板楼,57
华宇楠苑,4,2,109平米,北,精装,2580000,2490000,22845,高楼层(共11层) 2012年建板塔结合,141
成功银玺国际,2,1,69.71平米,南,精装,1095000,1100000,15708,高楼层(共31层) 2012年建板楼,16
星城银座,1,0,48.1平米,西,精装,950000,950000,19647,中楼层(共11层) 2003年建板塔结合,177
保利叶语,4,2,112平米,南,简装,1930000,1850000,16518,中楼层(共32层) 2016年建板塔结合,173
鹭湖宫七号B组,3,1,117.91平米,东南,其他,1330000,1330000,11280,低楼层(共30层) 2014年建板塔结合,132
尚东美林二区,2,1,87.4平米,北 东北,其他,1016000,1020000,11625,中楼层(共11层) 2008年建板塔结合,17
乐天圣苑,3,1,87.68平米,西南,精装,2750000,2650000,30224,中楼层(共40层) 板塔结合,132
华宇天府花城二期,3,1,97平米,南,毛坯,1020000,980000,10104,中楼层(共33层) 板塔结合,172
沙河凤凰城,2,2,61.35平米,北,毛坯,630000,630000,10269,低楼层(共7层) 2010年建暂无数据,14
星光华印象,3,2,88.61平米,东南,简装,1050000,1050000,11745,高楼层(共34层) 2017年建板塔结合,5
财富中心,1,1,25.67平米,西,精装,1240000,1240000,48306,低楼层(共30层) 2005年建板塔结合,7
林溪康城,3,2,88.9平米,南,毛坯,860000,860000,9674,高楼层(共33层) 2017年建板塔结合,35
金茂悦龙山,3,1,88.05平米,东南,毛坯,1240000,1240000,14061,低楼层(共33层) 板塔结合,42
雅居乐花园,3,2,120.27平米,西,精装,1620000,1620000,13404,中楼层(共18层) 2009年建板塔结合,146
南城都汇汇智园二期,2,2,89.49平米,东南,毛坯,1810000,1810000,20226,中楼层(共18层) 2010年建板塔结合,143
美丽朋城,1,0,38.67平米,东南,精装,520000,520000,13448,低楼层(共12层) 2007年建板塔结合,19
鑫苑名家二期,2,2,75.67平米,西南,精装,1225000,1230000,16189,中楼层(共34层) 2012年建板塔结合,139
上锦颐园,1,1,65平米,东南,精装,520000,520000,8000,高楼层(共25层) 2008年建板塔结合,67
世茂城一期,2,1,81.37平米,南,精装,1150000,1140000,13949,低楼层(共29层) 2012年建板楼,26
西江月,3,2,115.97平米,东南,毛坯,1350000,1350000,11641,高楼层(共17层) 2011年建板塔结合,665
中国铁建北湖国际城二期,3,2,83平米,东南,简装,1220000,1220000,14699,中楼层(共32层) 2018年建板塔结合,6
城南名著,3,2,125.82平米,北,精装,1850000,1830000,14545,高楼层(共18层) 2007年建板楼,308
润扬双铁广场,3,1,82.47平米,东南,毛坯,1240000,1240000,15036,中楼层(共28层) 2015年建板塔结合,357
兴元嘉园,4,1,117.39平米,东南,精装,1330000,1330000,11330,中楼层(共5层) 2005年建板楼,32
清江花园,3,2,169.12平米,西,简装,2080000,2020000,11945,高楼层(共18层) 2003年建塔楼,155
银唐国际,1,1,46.12平米,东南,精装,1020000,1000000,21683,高楼层(共28层) 2006年建板塔结合,5
五福桥东路8号,2,2,58.66平米,南,简装,500000,500000,8524,高楼层(共6层) 1998年建板楼,5
和泓东28,2,1,57.86平米,东南,简装,1050000,1050000,18148,低楼层(共34层) 2015年建板塔结合,53
青西路7号,2,1,58.56平米,东,简装,690000,580000,9905,高楼层(共6层) 2000年建板楼,5
桂王桥北街31号,2,1,60.97平米,南,精装,680000,680000,11154,中楼层(共7层) 2000年建板楼,15
东风路居民点,2,1,59.87平米,东 西,简装,720000,720000,12027,低楼层(共6层) 1993年建板楼,23
中铁丽景书香,2,1,75.53平米,西南,精装,910000,910000,12049,中楼层(共23层) 2016年建板塔结合,68
上行锦绣,3,1,84.24平米,东,毛坯,1170000,1140000,13521,中楼层(共18层) 2010年建塔楼,78
西财学府尚郡,3,2,122.79平米,南,毛坯,1200000,1200000,9773,中楼层(共11层) 2013年建板楼,27
佳兆业广场,2,1,68.71平米,南,精装,1140000,1060000,15326,中楼层(共15层) 2016年建板塔结合,18
长城半岛城邦二期,4,1,156.6平米,东,精装,4420000,4420000,28225,中楼层(共33层) 2011年建板塔结合,85
长鸿苑,3,2,92.8平米,南,精装,1600000,1600000,17242,中楼层(共7层) 2002年建板楼,179
师大现代花园,3,2,113.98平米,东南,简装,1530000,1520000,13336,低楼层(共17层) 2013年建板塔结合,193
保利公园198蔷薇郡,3,2,115.67平米,东,精装,1340000,1340000,11585,高楼层(共27层) 2012年建塔楼,91
天府长城柏南郡,2,2,91.56平米,南,精装,1900000,1900000,20752,中楼层(共34层) 2008年建板塔结合,167
锦江国际花园,3,1,84.09平米,西南,精装,1720000,1680000,19979,高楼层(共42层) 2016年建塔楼,67
蓝光圣菲town城,4,2,140.01平米,东南 西南,精装,2070000,2020000,14392,高楼层(共18层) 2009年建板塔结合,18
正黄金域国际,1,1,48.94平米,东南,精装,1040000,1030000,21047,低楼层(共27层) 2012年建板塔结合,426
东苑B区,3,1,135.77平米,东南,简装,2800000,2800000,20624,中楼层(共30层) 2009年建板塔结合,13
新界五期,1,1,59.35平米,西南,简装,1050000,1000000,16850,中楼层(共6层) 2014年建塔楼,125
蜀都花园,1,1,58.17平米,东南,简装,960000,960000,16504,高楼层(共22层) 2003年建塔楼,11
玲珑郡,2,1,63.28平米,东,简装,1010000,1000000,15803,中楼层(共11层) 2012年建板楼,74
中信城左岸,3,2,96.96平米,北,毛坯,1850000,1850000,19081,中楼层(共33层) 板楼,24
滨江和城,3,1,68平米,西北,其他,1280000,1280000,18824,中楼层(共34层) 2018年建塔楼,51
万科金域名邸一期,3,1,109.86平米,南,精装,2800000,2800000,25487,高楼层(共27层) 2017年建板楼,12
金强大学城,3,1,116.77平米,东南,精装,1060000,1070000,9147,高楼层(共28层) 2009年建板塔结合,42
洲际春天广场,3,1,77平米,西北,精装,1160000,1130000,14611,高楼层(共32层) 2016年建板塔结合,87
四季金悦,1,1,63.43平米,东,精装,788000,790000,12424,低楼层(共12层) 板塔结合,28
佳兆业君汇上品,2,1,79.61平米,东南 南,简装,1370000,1370000,17209,中楼层(共33层) 2013年建板塔结合,85
南湖国际社区,4,2,152平米,东 西,毛坯,2365000,2370000,15560,低楼层(共34层) 2010年建板塔结合,560
新城吾悦广场,4,1,108平米,南,简装,1640000,1620000,15000,中楼层(共34层) 2016年建板塔结合,194
世茂城三期,3,2,124.8平米,南 西南,精装,1930000,1930000,15465,高楼层(共34层) 塔楼,193
保利紫薇花语,2,2,58.45平米,西南,精装,875000,880000,14971,低楼层(共27层) 2017年建板塔结合,191
伊甸阳光,3,2,111.98平米,北,简装,2120000,2070000,18486,低楼层(共18层) 2005年建板塔结合,67
宗申流溪丽园,3,1,119.08平米,南 北,精装,1390000,1380000,11573,中楼层(共6层) 2007年建板塔结合,41
群和街2号,3,2,81.5平米,东南,其他,70000,70000,859,中楼层(共7层) 板楼,1
颐园(金牛),3,1,104.56平米,西南,简装,990000,990000,9469,中楼层(共7层) 1995年建板楼,151
佳兆业丽晶港,4,1,121.09平米,南,精装,2070000,2000000,16517,高楼层(共33层) 2012年建板塔结合,59
锦橙,2,2,72.77平米,东,精装,920000,920000,12616,中楼层(共24层) 塔楼,18
四海逸家二期,4,1,96.76平米,东南,毛坯,3600000,3600000,37206,中楼层(共34层) 2013年建板楼,278
中铁丽景书香,2,1,86.5平米,东南,简装,895000,900000,10347,中楼层(共33层) 2016年建板塔结合,218
ICC天曜,3,1,152.14平米,东南,毛坯,4680000,4430000,29118,中楼层(共39层) 2015年建塔楼,87
630宿舍,2,1,57.99平米,南,简装,708000,710000,12210,低楼层(共6层) 1996年建板楼,34
华阳滨河花园,3,2,126平米,北,精装,1435000,1440000,11389,高楼层(共6层) 2003年建板楼,15
绿地国际花都三期,3,1,100.84平米,东南 西南,精装,1110000,1110000,11008,低楼层(共32层) 2014年建塔楼,217
南城香山,1,1,31.75平米,南,精装,360000,360000,11339,低楼层(共14层) 2015年建板塔结合,236
蓝光COCO金沙三期,3,1,62.16平米,西南,精装,1370000,1350000,21638,低楼层(共22层) 2015年建板塔结合,13
汇融悉尼湾库吉岛二期,3,1,101.24平米,东,精装,1250000,1250000,12347,低楼层(共26层) 2008年建板塔结合,20
蜀光路14号,2,1,51.68平米,东南,精装,673000,680000,13023,低楼层(共7层) 1999年建板楼,50
九龙仓时代小镇,2,1,77.69平米,东南,精装,1260000,1260000,16219,高楼层(共11层) 2015年建板塔结合,44
源上湾国际社区千叶郡,3,2,109.52平米,西南,其他,1310000,1280000,11642,高楼层(共26层) 板塔结合,20
交大卡布里城,2,1,86.99平米,南,精装,1000000,980000,11209,中楼层(共25层) 2009年建板塔结合,161
南湖国际社区,1,0,46.47平米,南,精装,606000,610000,12955,高楼层(共17层) 2010年建板塔结合,210
天慧国际外滩,2,2,65.46平米,东南,精装,806000,800000,12191,低楼层(共23层) 板塔结合,51
上东阳光三期,3,2,115平米,南,精装,1460000,1460000,12696,中楼层(共11层) 2009年建塔楼,101
御龙山一期,3,2,128.42平米,西南,精装,3600000,3530000,27488,低楼层(共24层) 2015年建板塔结合,231
中铁瑞景茗城二期,3,1,87.4平米,东北,精装,1025000,1030000,11728,中楼层(共32层) 塔楼,32
万景峰二期,3,2,75.27平米,东南,精装,1030000,1030000,13685,低楼层(共33层) 2012年建塔楼,53
光华碧邻,1,1,49.24平米,北,精装,800000,800000,16247,低楼层(共20层) 2013年建板楼,30
红枫岭二期,2,2,86.86平米,东,简装,1268000,1270000,14599,低楼层(共33层) 2009年建板塔结合,62
加贝书香尚品,2,2,78.58平米,东,简装,800000,800000,10181,高楼层(共15层) 2007年建板楼,737
四季豪廷,2,2,92.12平米,西南,精装,1000000,1000000,10856,高楼层(共27层) 2012年建板塔结合,486
清水路苑,3,1,89.22平米,北,精装,1480000,1450000,16252,低楼层(共18层) 2012年建板楼,30
上锦颐园汇萃,2,2,82.92平米,西南,精装,828000,830000,9986,低楼层(共26层) 板塔结合,11
万科海悦汇城西区,2,2,62.34平米,西南,精装,1370000,1370000,21977,高楼层(共27层) 2015年建塔楼,51
华汇天地,3,2,80.26平米,北,毛坯,1300000,1280000,15886,低楼层(共32层) 板塔结合,172
丽都世家B区,1,1,65.02平米,西北,简装,1135000,1140000,17457,中楼层(共17层) 2014年建板楼,457
瀚城国际,2,2,89.64平米,东南,其他,750000,740000,8211,中楼层(共18层) 塔楼,32
森宇音乐花园,3,1,140.89平米,东南,简装,1200000,1180000,8376,高楼层(共6层) 2004年建板楼,505
金河谷五期,4,2,123.01平米,南 北,毛坯,1700000,1790000,14552,中楼层(共9层) 2016年建板楼,349
天悦城,1,1,51平米,东南,毛坯,830000,790000,15491,中楼层(共32层) 2016年建板楼,213
清溪雅筑,3,2,92.4平米,南,精装,1360000,1360000,14697,高楼层(共18层) 2012年建塔楼,280
武海中华青城,3,1,94.47平米,南,毛坯,900000,880000,9304,低楼层(共6层) 板塔结合,200
南城香山,1,1,30.79平米,南,精装,376000,380000,12212,中楼层(共14层) 2015年建板塔结合,36
龙湖三千城二期B区,3,2,94.32平米,西,精装,2360000,2330000,24704,高楼层(共34层) 2012年建板塔结合,39
光华杏林,1,1,50.72平米,东,精装,635000,640000,12520,高楼层(共21层) 2010年建塔楼,10
地铁首座,2,2,79.7平米,西南,精装,910000,910000,11418,中楼层(共28层) 2016年建板塔结合,150
启明花园,2,1,93.58平米,东南 南,简装,707000,710000,7534,低楼层(共6层) 2003年建板塔结合,300
万峰城D区峰景里,2,1,83平米,东南,其他,950000,940000,11229,中楼层(共32层) 板塔结合,84
大庆蜀苑,2,2,85.38平米,东南,毛坯,525000,530000,6149,低楼层(共6层) 2008年建板楼,485
鑫苑名家一期,1,1,41平米,东南,精装,266000,270000,6488,低楼层(共35层) 2011年建板塔结合,416
蓝光圣菲悦城一期,2,1,60.13平米,南,其他,900000,840000,13970,低楼层(共19层) 板塔结合,18
交大智能六期,2,2,82.54平米,东南,精装,928000,930000,11244,低楼层(共7层) 2000年建板楼,9
棠湖泊林城,3,2,104.52平米,西北,精装,1680000,1660000,15883,低楼层(共33层) 2017年建板塔结合,152
西蜀尚都,2,2,64.65平米,西南,简装,680000,650000,10055,中楼层(共18层) 2010年建塔楼,5
华润二十四城一期,2,1,88.35平米,南 北,精装,1878000,1880000,21257,高楼层(共32层) 2009年建板塔结合,13
融创凯旋公馆,2,1,53.89平米,东南,精装,730000,710000,13175,中楼层(共27层) 2016年建板塔结合,36
佳兆业丽晶港,4,1,123.37平米,西南,其他,1870000,1840000,14874,高楼层(共33层) 2012年建板塔结合,43
丽都世家B区,2,1,83.52平米,东南,精装,1760000,1760000,21073,中楼层(共17层) 2014年建塔楼,18
城南名著,3,2,115.9平米,南 北,精装,1785000,1790000,15402,中楼层(共18层) 2007年建板楼,23
洲际亚洲湾A区,2,2,81.65平米,西南,精装,1150000,1140000,13963,中楼层(共38层) 2017年建板塔结合,12
保利叶语,3,2,78.59平米,西,精装,1450000,1450000,18451,高楼层(共32层) 2015年建板塔结合,272
盛世名城,4,2,86.38平米,东南,其他,1030000,990000,11461,低楼层(共21层) 2014年建塔楼,53
恒大新城一期,3,1,111.6平米,东南,精装,1420000,1390000,12420,中楼层(共32层) 2016年建板塔结合,6
菊园,3,1,70.46平米,南 北,精装,930000,930000,13199,低楼层(共7层) 1998年建板楼,41
清水河畔,3,1,98.22平米,西南,精装,1490000,1470000,14967,高楼层(共23层) 2008年建板塔结合,65
龙城半岛,3,2,93.4平米,东南,毛坯,1319000,1280000,13705,中楼层(共24层) 2018年建塔楼,204
雅居乐花园,4,2,155.91平米,南 北,毛坯,2100000,2070000,13277,高楼层(共11层) 2008年建板塔结合,165
瑞通凯域,2,2,88.16平米,西,精装,1330000,1280000,14520,中楼层(共11层) 2006年建板塔结合,297
银诚龙悦中心,2,2,71.6平米,东南,精装,850000,850000,11816,中楼层(共34层) 2015年建板塔结合,27
交大智能九期,3,2,129.19平米,东南,精装,1908000,1910000,14769,高楼层(共6层) 2003年建板楼,304
欧韵金沙,1,1,49.55平米,东,精装,1040000,1040000,20989,低楼层(共15层) 2013年建板楼,10
一里阳光,3,1,95.82平米,东南,其他,1130000,1100000,11480,低楼层(共18层) 2013年建板塔结合,16
阳光金沙,2,1,84.08平米,东南,精装,1400000,1350000,16057,中楼层(共6层) 2006年建板楼,377
正北中街40号,3,2,114.4平米,南,简装,970000,960000,8392,中楼层(共5层) 2003年建板楼,161
黄金时代(中和街道办吉龙二街),3,2,108.15平米,西,其他,1480000,1480000,13648,低楼层(共33层) 塔楼,63
中铁丽景书香,1,1,55.65平米,东南 西北,简装,535000,530000,9488,低楼层(共27层) 2016年建板塔结合,182
中铁西子香荷,2,2,91.67平米,东 西,精装,2260000,2260000,24654,低楼层(共33层) 2010年建板塔结合,14
成外雅庭,3,1,117平米,南 西南,精装,1250000,1210000,10342,中楼层(共18层) 2008年建塔楼,160
恒大城四期,3,1,143.77平米,东南 西北,精装,1650000,1650000,11477,高楼层(共30层) 2015年建板塔结合,72
戛纳湾滨江,3,2,109.6平米,西北,精装,1978000,1980000,18048,中楼层(共31层) 2010年建塔楼,72
贝森兴苑,1,1,42.5平米,南,简装,800000,770000,18118,低楼层(共7层) 2000年建板楼,40
富力桃园A区,2,1,75.8平米,西,简装,800000,800000,10555,高楼层(共32层) 2015年建板楼,33
天府名居,3,2,113.35平米,北,简装,1950000,1950000,17204,高楼层(共18层) 2006年建塔楼,650
馨和苑(武侯),1,1,58.2平米,东,精装,655000,660000,11255,中楼层(共7层) 2000年建板楼,266
金色鱼凫,2,2,90.93平米,东南,毛坯,1110000,1110000,12208,高楼层(共11层) 塔楼,169
天府名苑,1,1,25.54平米,东,简装,250000,250000,9789,中楼层(共8层) 2002年建板塔结合,28
双顺路60号,1,1,38平米,西,简装,480000,460000,11922,中楼层(共7层) 1998年建板楼,49
融城理想,3,2,133.05平米,北,简装,2660000,2550000,19166,中楼层(共5层) 2005年建板塔结合,233
东门街95号,3,1,82.12平米,南,简装,1480000,1450000,17658,低楼层(共7层) 板塔结合,27
一里阳光,4,2,109平米,东,其他,1110000,1110000,10138,低楼层(共25层) 2018年建板塔结合,84
海科名城,3,2,86.62平米,西北,精装,935000,930000,10737,高楼层(共18层) 2011年建塔楼,13
世茂城四期,3,2,80.87平米,北,毛坯,1290000,1270000,15705,高楼层(共34层) 2015年建塔楼,12
上东一号一期,3,1,85.36平米,南,简装,1120000,1120000,13121,中楼层(共18层) 2008年建板塔结合,27
